asset_id,event_date,event_id,installed_date,previous_repairs,previous_unplanned
A:klvrkr,2013-07-17,E:9lh9zqdnv3,2013-01-25,0,0
A:klvrkr,2013-12-06,E:8lef8f75my,2013-10-17,0,0
A:klvrkr,2014-05-07,E:2ruzpdn8gt,2013-12-06,0,0
A:klvrkr,2014-07-24,E:r3a51vlt49,2014-07-02,0,0
A:klvrkr,2014-12-27,E:vsoggbnlvr,2014-11-26,0,0
A:klvrkr,2015-02-12,E:govq7ninok,2015-01-27,0,0
A:klvrkr,2016-03-17,E:2jx6j5nvtb,2016-01-22,0,0
A:k0dljd,2010-02-04,E:d732adyvl2,2009-08-18,0,0
A:k0dljd,2010-03-12,E:sxsvgp6ft3,2010-02-04,0,0
A:k0dljd,2010-03-14,E:f90lf5zboq,2010-03-12,0,0
A:k0dljd,2010-07-31,E:69xlryah8w,2010-03-14,0,0
A:k0dljd,2010-11-18,E:jeryom46tq,2010-07-31,0,0
A:k0dljd,2012-07-20,E:1dtgmllsyl,2012-06-10,0,0
A:k0dljd,2013-05-20,E:7zodoolqgl,2012-10-21,0,0
A:47c7yg,2002-11-19,E:jhva1dlpno,2002-10-17,0,0
A:47c7yg,2002-11-19,E:pyvu3idug4,2002-11-19,0,0
A:47c7yg,2003-01-30,E:n8dtptem3z,2002-11-19,0,0
A:47c7yg,2004-03-23,E:tv7lpdfik7,2003-08-12,0,0
A:47c7yg,2004-04-05,E:b1a11is8m8,2004-03-23,0,0
A:47c7yg,2004-06-20,E:4de2lehgv6,2004-05-31,0,0
A:47c7yg,2005-02-08,E:ud4apz4ldx,2004-06-20,0,0
A:47c7yg,2005-11-01,E:vdclwdpl12,2005-06-13,0,0
A:47c7yg,2006-01-09,E:ofshrn3vtl,2005-11-01,0,0
A:47c7yg,2006-02-02,E:ibd813301v,2006-01-09,0,0
A:47c7yg,2006-02-03,E:5uakz7cqe5,2006-02-02,0,0
A:ux9ja1,2010-03-18,E:5qtp2rdfx6,2009-02-18,0,0
A:ux9ja1,2010-03-24,E:mccrqquz2e,2010-03-18,0,0
A:ux9ja1,2011-01-03,E:lmdq70ymtc,2010-03-24,0,0
A:ux9ja1,2012-09-26,E:u4tausy3e0,2011-01-03,0,0
A:ux9ja1,2012-12-18,E:rbu553yg3v,2012-11-21,0,0
A:ux9ja1,2014-12-05,E:3qe8mpppk6,2012-12-18,0,0
A:ux9ja1,2015-06-03,E:mluadnxtrr,2014-12-05,0,0
A:ux9ja1,2016-05-27,E:r5nt0ray71,2015-06-03,0,0
A:xbmr62,2005-01-10,E:o4dxbfuppa,2004-04-22,0,0
A:xbmr62,2006-02-25,E:bjzexlklkl,2005-03-26,0,0
A:xbmr62,2006-03-27,E:ak7srzo6gs,2006-02-25,0,0
A:xbmr62,2007-05-26,E:6n80bt86a7,2007-04-21,0,0
A:xbmr62,2007-06-05,E:8yg70h00sx,2007-05-26,0,0
A:xbmr62,2007-12-25,E:hlkdoqscoj,2007-12-09,0,0
A:xbmr62,2008-03-02,E:bwojq92te2,2007-12-25,0,0
A:xbmr62,2008-12-15,E:6y10mzugwe,2008-03-02,0,0
A:xbmr62,2009-07-20,E:z97im8ld0y,2008-12-15,0,0
A:xbmr62,2009-12-03,E:ao0n2a0pms,2009-07-20,0,0
A:mv05y9,2005-09-24,E:w5d219fqw9,2005-08-03,0,0
A:cra98o,2012-12-08,E:8jxeh0x812,2012-10-13,0,0
A:rn9tus,2003-08-17,E:992wvjrzzp,2003-07-21,0,0
A:rn9tus,2003-12-07,E:crk5luhn08,2003-08-17,0,0
A:rn9tus,2004-02-19,E:i8rehvv35t,2003-12-07,0,0
A:rn9tus,2004-06-05,E:d28tfjp93c,2004-02-19,0,0
A:rn9tus,2004-08-05,E:iis3j38hta,2004-06-05,0,0
A:rn9tus,2005-04-21,E:habffveljv,2004-12-30,0,0
A:rn9tus,2005-12-17,E:cep8dho947,2005-05-16,0,0
A:rn9tus,2006-04-25,E:isrd2qg1rd,2005-12-17,0,0
A:rn9tus,2006-12-28,E:fqpj2dcy7m,2006-07-22,0,0
A:rn9tus,2007-10-03,E:yahm7hvx14,2007-09-26,0,0
A:rn9tus,2009-01-23,E:t349tor4ot,2008-07-09,0,0
A:p1qpcx,2011-02-20,E:qvfyk9u806,2010-03-10,0,0
A:p1qpcx,2011-04-26,E:504ungramz,2011-02-20,0,0
A:p1qpcx,2011-11-29,E:cjl1evo3q2,2011-04-26,0,0
A:p1qpcx,2012-03-05,E:jchqvr8zlg,2011-11-29,0,0
A:p1qpcx,2013-11-20,E:kxwelfcwc1,2012-05-28,0,0
A:p1qpcx,2014-10-31,E:sp0bcklgoc,2013-11-20,0,0
A:p1qpcx,2014-12-16,E:p8lk4guk3z,2014-10-31,0,0
A:z7x72w,2004-12-22,E:las3bka49y,2004-12-19,0,0
A:z7x72w,2005-04-22,E:0x4y0hncm6,2004-12-22,0,0
A:z7x72w,2007-02-01,E:2bqezyewhl,2005-09-03,0,0
A:z7x72w,2007-09-25,E:sonk4pzybh,2007-07-30,0,0
A:997xxg,2003-03-16,E:yxwfxhwup0,2003-01-19,0,0
A:997xxg,2003-06-14,E:3c4h40kt8r,2003-04-17,0,0
A:997xxg,2003-07-28,E:9ugvv4ewtx,2003-06-14,0,0
A:997xxg,2003-10-06,E:ral0snccwy,2003-07-28,0,0
A:997xxg,2006-02-02,E:afr29ki0ff,2004-05-13,0,0
A:997xxg,2007-06-06,E:yqmnqnlpq4,2006-08-16,0,0
A:997xxg,2009-01-14,E:vu6ipln0cc,2008-05-26,0,0
A:32x8eq,2015-10-08,E:49f7jqcme4,2015-08-13,0,0
A:32x8eq,2016-02-25,E:23frnlnru2,2015-10-08,0,0
A:32x8eq,2016-08-11,E:wu01imjlo3,2016-02-25,0,0
A:32x8eq,2016-09-26,E:n57sj7f0bn,2016-08-11,0,0
A:kp3wud,2009-04-29,E:7eok113wf9,2009-03-25,0,0
A:kp3wud,2011-04-10,E:witx8fybex,2010-02-22,0,0
A:kp3wud,2014-06-29,E:a1ktsba7o4,2011-04-10,0,0
A:kp3wud,2014-07-06,E:z5tsnwji1m,2014-06-29,0,0
A:kp3wud,2014-08-05,E:vtkw59ql4k,2014-07-06,0,0
A:kp3wud,2014-09-28,E:pxb6f85wgg,2014-08-05,0,0
A:kp3wud,2014-10-08,E:er7x1gv9yv,2014-09-28,0,0
A:kp3wud,2015-07-10,E:clx1oobg5a,2015-02-02,0,0
A:kp3wud,2015-08-23,E:irf5574hcp,2015-07-10,0,0
A:kp3wud,2016-07-23,E:nex3beaw0f,2015-08-23,0,0
A:rbie9x,2001-09-19,E:jnkv6otgv2,2000-12-22,0,0
A:rbie9x,2002-01-27,E:8278g785jj,2001-12-24,0,0
A:rbie9x,2002-10-17,E:d23ljy80iv,2002-05-14,0,0
A:rbie9x,2003-02-21,E:rn0krsfuhi,2002-10-17,0,0
A:rbie9x,2004-05-05,E:ed11opr8qn,2003-02-21,0,0
A:rbie9x,2005-01-28,E:d303ngsvkw,2005-01-02,0,0
A:rbie9x,2005-05-30,E:5o1zj3agqt,2005-01-28,0,0
A:rbie9x,2006-06-03,E:cl55ldc6nz,2005-05-30,0,0
A:rbie9x,2007-04-22,E:ny10f17116,2007-01-22,0,0
A:rbie9x,2007-07-05,E:av2rxfzz5q,2007-05-23,0,0
A:rbie9x,2007-11-02,E:c8tslr9n99,2007-07-13,0,0
A:u65cz7,2000-02-26,E:jsfk6pmwqz,2000-02-15,0,0
A:u65cz7,2000-08-11,E:axvltrtk6n,2000-02-26,0,0
A:ucexfa,2012-07-01,E:1ux7v4c9rc,2010-06-28,0,0
A:ucexfa,2012-07-25,E:2vgxfm8box,2012-07-01,0,0
A:ucexfa,2013-06-19,E:1vbyg459na,2012-08-28,0,0
A:ucexfa,2014-01-24,E:weygda02be,2013-07-24,0,0
A:ucexfa,2014-08-09,E:uhe3rotn8h,2014-01-24,0,0
A:ucexfa,2015-10-11,E:batfuwcfas,2014-08-09,0,0
A:ucexfa,2016-11-09,E:74byk7itxl,2016-10-26,0,0
A:fm6dsv,2016-04-30,E:u7n9gzcb8x,2015-11-23,0,0
A:yual0k,2010-02-24,E:8qe0iq3149,2009-10-20,0,0
A:yual0k,2010-08-25,E:n920z60un3,2010-07-29,0,0
A:yual0k,2011-07-08,E:50zp8a0xs2,2010-08-25,0,0
A:yual0k,2012-05-31,E:hmlurk82sw,2011-07-08,0,0
A:yual0k,2012-06-01,E:c5pulsq4on,2012-05-31,0,0
A:yual0k,2012-12-04,E:kvrc5e2oqw,2012-06-01,0,0
A:yual0k,2014-06-13,E:do8sbpf17k,2014-01-18,0,0
A:yual0k,2015-08-16,E:db1ge0e465,2014-06-13,0,0
A:yual0k,2016-01-17,E:9ye8f2r701,2015-11-06,0,0
A:yual0k,2016-04-12,E:raq4sy20kv,2016-01-27,0,0
A:8frj9b,2002-03-08,E:9eay4ach57,2002-01-18,0,0
A:8frj9b,2002-11-16,E:va7txeyg6h,2002-03-08,0,0
A:8frj9b,2003-01-18,E:ikmlrafbsu,2002-11-16,0,0
A:8frj9b,2004-09-09,E:l6sdyo2mch,2003-01-18,0,0
A:8frj9b,2005-01-08,E:ydj62hg1dy,2004-11-06,0,0
A:8frj9b,2006-07-22,E:h9i0mnolpv,2005-11-02,0,0
A:8frj9b,2006-08-02,E:0o9q34zn6i,2006-07-22,0,0
A:8frj9b,2007-01-17,E:2vbwvv6vl4,2006-08-02,0,0
A:8frj9b,2007-03-12,E:18rduwg4jk,2007-01-17,0,0
A:8frj9b,2007-07-13,E:31y4aut6h7,2007-03-23,0,0
A:8frj9b,2007-09-04,E:3fy2av7yx0,2007-07-21,0,0
A:8frj9b,2007-10-04,E:py7qyeoa5k,2007-09-04,0,0
A:8frj9b,2008-12-16,E:ntxofs7a97,2007-10-04,0,0
A:8frj9b,2009-02-14,E:7mgzr9tlzr,2008-12-16,0,0
A:8frj9b,2009-03-04,E:nzxmr07154,2009-02-14,0,0
A:8frj9b,2009-06-08,E:0pix7kjefu,2009-03-04,0,0
A:8frj9b,2009-06-19,E:64h7z8sqk6,2009-06-08,0,0
A:8frj9b,2009-12-23,E:4m37cug0ur,2009-06-19,0,0
A:t4g64b,2013-12-01,E:93j4zjubui,2013-07-06,0,0
A:t4g64b,2014-02-13,E:afb1oym8ui,2013-12-01,0,0
A:t4g64b,2015-04-26,E:tgnokwheov,2014-02-13,0,0
A:t4g64b,2015-10-10,E:aacscqoqux,2015-04-26,0,0
A:s7m6fn,2004-06-06,E:hgpwt4fdrq,2004-02-19,0,0
A:s7m6fn,2005-04-13,E:sexr7d7ip3,2004-06-06,0,0
A:s7m6fn,2005-05-17,E:16nndrxybi,2005-04-13,0,0
A:s7m6fn,2005-09-15,E:n0stiwhwps,2005-05-17,0,0
A:s7m6fn,2005-11-23,E:0dkyeypqnp,2005-09-15,0,0
A:s7m6fn,2006-01-06,E:zn88rt5722,2005-11-23,0,0
A:s7m6fn,2006-01-15,E:uwmh4cxjhf,2006-01-06,0,0
A:s7m6fn,2006-02-11,E:ww6eruz1nw,2006-01-15,0,0
A:s7m6fn,2006-04-29,E:q9b7hm0hcz,2006-02-23,0,0
A:s7m6fn,2007-01-13,E:zimxit1qps,2007-01-04,0,0
A:s7m6fn,2007-03-17,E:brz5nfx7tr,2007-01-13,0,0
A:s7m6fn,2007-11-14,E:1qut70nsq0,2007-10-08,0,0
A:2l5xk0,2015-06-22,E:mmlrgjveg5,2014-10-24,0,0
A:2l5xk0,2015-07-18,E:q6tixphe4z,2015-06-22,0,0
A:2l5xk0,2016-09-30,E:mjaecnm6y5,2015-11-25,0,0
A:cvgz4f,2010-10-08,E:uneywqqeol,2010-06-08,0,0
A:cvgz4f,2011-07-14,E:ixd5ohlkui,2011-06-06,0,0
A:cvgz4f,2011-11-15,E:qsibo6kuo1,2011-10-16,0,0
A:cvgz4f,2013-06-22,E:5fn3lyjipj,2013-02-17,0,0
A:cvgz4f,2013-08-17,E:p3w86faxck,2013-06-22,0,0
A:cvgz4f,2014-11-28,E:k6la860v0b,2013-08-17,0,0
A:cvgz4f,2015-09-04,E:m5omyfr1dm,2014-11-28,0,0
A:5f368w,2003-11-30,E:7164wbe9e4,2002-07-14,0,0
A:iv4nh9,2014-03-02,E:5pfwkt9ltf,2013-08-21,0,0
A:iv4nh9,2014-03-17,E:wxk85tuyz0,2014-03-02,0,0
A:iv4nh9,2014-08-24,E:m9nvybhjra,2014-03-17,0,0
A:iv4nh9,2014-11-17,E:fl1avf1dku,2014-08-24,0,0
A:iv4nh9,2014-12-15,E:ipqg0wxo2g,2014-11-17,0,0
A:iv4nh9,2016-12-21,E:thj4o23ubl,2014-12-15,0,0
A:jbwut5,2006-02-06,E:nm9tokujjj,2005-06-18,0,0
A:jbwut5,2006-10-13,E:w4nq3orvp6,2006-02-06,0,0
A:jbwut5,2008-03-28,E:dofhh2bfny,2008-03-04,0,0
A:jbwut5,2008-07-09,E:pffuyscc89,2008-03-28,0,0
A:jbwut5,2010-10-16,E:rque542cll,2009-01-29,0,0
A:jbwut5,2011-02-05,E:52vy0qhow1,2010-10-16,0,0
A:jbwut5,2012-03-08,E:jdu2zolkt3,2011-12-23,0,0
A:ewbgg3,2016-08-23,E:s8dj7b9pns,2016-08-04,0,0
A:ewbgg3,2016-09-02,E:csyri13s5l,2016-08-24,0,0
A:sq6uz1,2010-03-09,E:egr3q1u3kp,2008-10-10,0,0
A:sq6uz1,2010-08-20,E:449gc8lfm3,2010-08-16,0,0
A:sq6uz1,2011-11-09,E:pck37k41ly,2011-07-04,0,0
A:sq6uz1,2011-11-26,E:fnnzfq8sm3,2011-11-09,0,0
A:qpl5h9,2006-07-02,E:wqy61ob667,2006-06-08,0,0
A:qpl5h9,2006-07-13,E:3d5zq00zq4,2006-07-02,0,0
A:qpl5h9,2007-01-27,E:dr98a9rhqu,2006-11-11,0,0
A:qpl5h9,2007-06-27,E:94ijfhoxio,2007-05-19,0,0
A:qpl5h9,2007-08-22,E:6myi5a8y8t,2007-06-27,0,0
A:qpl5h9,2007-12-09,E:dbk6gjn7xc,2007-08-22,0,0
A:qpl5h9,2009-07-29,E:kujyg1hstk,2009-03-21,0,0
A:qpl5h9,2009-10-02,E:j08w2v4obt,2009-07-29,0,0
A:qpl5h9,2009-10-10,E:zliywchb4p,2009-10-02,0,0
A:qpl5h9,2010-11-09,E:32xuzggrj4,2010-07-17,0,0
A:qpl5h9,2010-11-29,E:pjo3m3xnd4,2010-11-09,0,0
A:qpl5h9,2011-05-19,E:0osft11m2z,2010-12-27,0,0
A:y6xa1d,2009-07-21,E:jh5aiw3cry,2009-06-19,0,0
A:y6xa1d,2010-04-27,E:2okrkadd7j,2009-07-21,0,0
A:y6xa1d,2012-05-21,E:zu8e9m0kla,2012-03-28,0,0
A:y6xa1d,2012-06-18,E:m5vka3o6ar,2012-05-21,0,0
A:y6xa1d,2012-12-23,E:zo8j9bte68,2012-06-18,0,0
A:y6xa1d,2013-07-03,E:m83yct5pio,2013-04-14,0,0
A:y6xa1d,2013-11-23,E:8rhiwsjqq4,2013-07-03,0,0
A:y6xa1d,2013-12-20,E:3afm0hwehq,2013-11-23,0,0
A:eg6u81,2014-06-12,E:2ufzi1snl5,2014-06-03,0,0
A:eg6u81,2014-06-14,E:twztzuewyx,2014-06-12,0,0
A:eg6u81,2016-01-17,E:5dc899chmc,2014-06-14,0,0
A:eg6u81,2016-03-13,E:pu05lri9ft,2016-01-17,0,0
A:eg6u81,2016-10-12,E:zs6f45yrmn,2016-03-13,0,0
A:eg6u81,2016-10-31,E:j82ceky7ra,2016-10-12,0,0
A:eg6u81,2016-10-31,E:muxidffyqb,2016-10-31,0,0
A:eg6u81,2017-03-17,E:ydp821r4l8,2016-11-02,0,0
A:isdqhz,2011-01-24,E:dn8eldddfo,2010-10-09,0,0
A:isdqhz,2012-03-16,E:yrt7pa7nvm,2011-01-24,0,0
A:isdqhz,2013-04-12,E:2680pvvci0,2013-01-24,0,0
A:isdqhz,2013-06-07,E:hbm95uivlf,2013-04-12,0,0
A:isdqhz,2013-06-17,E:t3pv91b1wu,2013-06-07,0,0
A:isdqhz,2013-07-18,E:9s6i3waeo6,2013-06-17,0,0
A:isdqhz,2013-09-11,E:zm01mh0uei,2013-07-18,0,0
A:isdqhz,2014-07-27,E:szpn2c6i6s,2013-09-11,0,0
A:isdqhz,2016-02-28,E:kzvqyie59b,2015-08-11,0,0
A:isdqhz,2017-02-17,E:2h4ebcsxqb,2016-02-28,0,0
A:yg7hld,2010-05-21,E:bovi31oo20,2010-04-21,0,0
A:5v3d67,2007-10-07,E:s2k2qr9nc9,2007-09-14,0,0
A:5v3d67,2007-11-08,E:9u3w29tnzi,2007-10-07,0,0
A:5v3d67,2007-12-18,E:2hgoxy7w2j,2007-11-08,0,0
A:5v3d67,2008-01-28,E:f65x8y9mbn,2007-12-18,0,0
A:5v3d67,2008-02-22,E:h0bi5hvliy,2008-01-28,0,0
A:5v3d67,2008-09-29,E:c4xqo1ybiw,2008-07-23,0,0
A:5v3d67,2008-11-24,E:47ewgy6yox,2008-09-29,0,0
A:5v3d67,2008-12-01,E:q12lxet9pn,2008-11-24,0,0
A:5v3d67,2009-01-10,E:ujjei0650c,2008-12-01,0,0
A:5v3d67,2009-03-22,E:enp56ilu7c,2009-01-10,0,0
A:sa8l1t,2014-12-15,E:hlgm8nh6dp,2014-10-19,0,0
A:uu7xqz,2009-09-26,E:zvv61esewn,2009-06-03,0,0
A:uu7xqz,2010-07-05,E:02gjp6gtul,2010-06-27,0,0
A:uu7xqz,2011-02-06,E:c38rgalszi,2010-07-05,0,0
A:uu7xqz,2012-01-09,E:202j073gb2,2012-01-08,0,0
A:1tnbap,2010-02-09,E:qocmn5l74z,2009-05-26,0,0
A:1tnbap,2010-08-19,E:rs5qyo9st7,2010-04-07,0,0
A:1tnbap,2010-10-29,E:6k0vnkfhry,2010-08-19,0,0
A:1tnbap,2011-11-20,E:kmogbmmcy8,2010-10-29,0,0
A:1tnbap,2012-09-09,E:4qbmbggnm1,2011-11-20,0,0
A:1tnbap,2013-04-09,E:1p0o9q99xw,2012-09-09,0,0
A:1tnbap,2013-04-28,E:ewppktuuce,2013-04-09,0,0
A:1tnbap,2014-11-14,E:14so1glng8,2014-08-02,0,0
A:1tnbap,2015-04-24,E:rekxynxf3b,2014-11-14,0,0
A:5d22ak,2010-12-19,E:gl7sdqwhza,2010-05-11,0,0
A:5d22ak,2011-11-25,E:3pwrngwxs8,2010-12-19,0,0
A:5d22ak,2012-12-20,E:i89z09xvl4,2012-11-16,0,0
A:5d22ak,2014-02-10,E:8sbq805gqd,2012-12-20,0,0
A:5d22ak,2014-07-27,E:cc6a2jmp3h,2014-02-10,0,0
A:5d22ak,2014-09-08,E:gobumc6lj6,2014-07-27,0,0
A:5d22ak,2014-12-18,E:7l2cqk35px,2014-10-23,0,0
A:5d22ak,2014-12-22,E:z47hmp66u1,2014-12-18,0,0
A:5d22ak,2015-01-31,E:j3gj9xq8o2,2014-12-22,0,0
A:5d22ak,2015-06-09,E:yyhajj367e,2015-05-23,0,0
A:5d22ak,2016-05-28,E:qvx6jx7p76,2016-04-23,0,0
A:rq4izr,2009-05-03,E:zs2lxxlud0,2009-04-06,0,0
A:27cgf1,2010-04-30,E:fnibzl90mz,2010-04-13,0,0
A:27cgf1,2010-12-25,E:ts5bf8i55b,2010-09-25,0,0
A:27cgf1,2011-02-06,E:asv5kxc5f4,2010-12-25,0,0
A:27cgf1,2011-02-17,E:nxhjtue5qn,2011-02-06,0,0
A:27cgf1,2011-04-14,E:axaezjlo2e,2011-02-17,0,0
A:27cgf1,2012-01-07,E:ihbfuhcwo3,2011-07-07,0,0
A:27cgf1,2012-08-09,E:qtg8ftis94,2012-06-14,0,0
A:27cgf1,2013-12-25,E:cxa0wp6ji3,2013-09-13,0,0
A:1l42ro,2014-09-09,E:6g50r6qjyz,2014-08-02,0,0
A:1l42ro,2015-04-23,E:dlbt9t2ccw,2015-02-24,0,0
A:1l42ro,2015-06-18,E:yash2ogdkz,2015-04-23,0,0
A:1l42ro,2016-06-05,E:ei3xc4i86b,2016-03-24,0,0
A:djs33h,2005-12-18,E:ultotbf9pe,2004-07-23,0,0
A:djs33h,2007-12-22,E:j967ic78i9,2007-07-07,0,0
A:djs33h,2009-07-27,E:lc00po587n,2008-04-12,0,0
A:58wn0l,2013-11-13,E:zdxgemubyw,2013-09-18,0,0
A:amfm62,2016-02-23,E:eegx7g12xo,2015-09-08,0,0
A:amxwpn,2012-05-02,E:lbq9kgea8r,2012-04-12,0,0
A:amxwpn,2012-06-17,E:dzuracei5o,2012-05-02,0,0
A:amxwpn,2012-11-07,E:7mv4f4qm9a,2012-06-17,0,0
A:amxwpn,2013-03-15,E:dyrcficc5a,2013-02-27,0,0
A:amxwpn,2013-07-10,E:f6x1rvsn09,2013-03-15,0,0
A:amxwpn,2015-03-09,E:m9d20jcvk7,2014-02-10,0,0
A:amxwpn,2015-09-06,E:h8x53y68u4,2015-03-09,0,0
A:amxwpn,2015-10-05,E:w3ftgjad6q,2015-09-06,0,0
A:amxwpn,2016-04-25,E:t0ynpc2g8q,2015-10-05,0,0
A:amxwpn,2016-09-13,E:en1nkgkjvi,2016-04-25,0,0
A:h9mqxr,2009-04-26,E:ue5auxy942,2009-04-26,0,0
A:iqe9f9,2004-01-25,E:qtxjb19jh6,2004-01-09,0,0
A:iqe9f9,2004-05-12,E:69yaaqk46g,2004-01-25,0,0
A:07o72w,2016-02-13,E:njilf2l55w,2015-01-17,0,0
A:07o72w,2016-10-02,E:xufkmi3vvq,2016-04-15,0,0
A:pq5sqw,2010-05-05,E:u3ggytln4y,2009-11-19,0,0
A:seq8h6,2003-02-12,E:m3lqer9lgp,2002-04-09,0,0
A:seq8h6,2003-12-26,E:9xuvjfj1ud,2003-02-12,0,0
A:ibeldh,2016-11-18,E:o218z4p3pr,2015-11-15,0,0
A:wueoac,2005-12-24,E:h4h3ekto8w,2005-09-03,0,0
A:l1k1g0,2008-08-16,E:25vxqh2p11,2008-06-02,0,0
A:l1k1g0,2008-12-10,E:ipoja0c0yf,2008-08-16,0,0
A:l1k1g0,2009-01-08,E:5ktg0c482d,2008-12-10,0,0
A:l1k1g0,2009-12-21,E:u3cs4depos,2009-12-10,0,0
A:l1k1g0,2010-09-28,E:bh873w8b0n,2010-04-12,0,0
A:l1k1g0,2011-05-15,E:ffdw3m4g0c,2010-09-28,0,0
A:wd1m00,2000-10-11,E:vh9o1zw1r0,2000-10-09,0,0
A:wd1m00,2000-10-21,E:plkria4rrm,2000-10-11,0,0
A:wd1m00,2001-05-16,E:4i83sgbt56,2001-05-13,0,0
A:wd1m00,2001-05-17,E:rahpy7mzc8,2001-05-16,0,0
A:wd1m00,2001-09-15,E:6ody8zvnb0,2001-05-17,0,0
A:wd1m00,2002-02-25,E:9uw3prnc3g,2001-12-08,0,0
A:wd1m00,2002-08-13,E:5gaxw3t23w,2002-02-25,0,0
A:wd1m00,2002-09-13,E:yjq8us14p7,2002-08-13,0,0
A:wd1m00,2003-02-04,E:k36r7l4zj1,2002-09-13,0,0
